1.105865691648600091e+01 1.950212552002042798e+01 1.881736421516134738e-01 8.487034938775838144e-01 1.449189018520237848e+00 4.284163999974848203e-01 1.408223977229625945e-01 1.790077294891015691e-01 1.270888538968732995e-01 -1.125276841223568081e+00 1.718508213775351123e+00 1.572071715247999879e-01 1.666320987748803328e-01 1.180110868557252557e-01 -5.368446942613811501e-01 9.864587299999998393e+00 7.435768944087155496e-01
1.178353862930832463e+01 1.029017467846733602e+01 -5.744854269679670056e-01 9.434640838693277853e-01 5.830446324628127952e-01 1.854880994533395278e+00 1.561971768579527853e-01 1.632681171452509683e-01 2.383894474229398056e-02 -3.790978588613809208e-01 -5.309031724341197744e-01 9.480125944979227171e-02 2.994633755425951671e-01 5.886023920142251925e-02 4.212376384925604622e-01 7.304424359999999616e+00 6.662460354194915668e-01
1.283289223307022731e+01 1.428025130902148021e+01 -4.376950730800073797e-01 1.216814494965234195e+00 6.298904604887702874e-01 1.546939836767479370e+00 1.609575188725522188e-01 1.437899346973725567e-01 2.128276977058326386e-02 4.141587303464442371e-01 -3.935571628660528010e-01 4.952619548303174163e-02 1.872814864878047381e-01 7.773220855669737972e-02 -6.875393339584709995e-01 7.713426800000001471e+00 7.241344081065060889e-01
3.753438078661418764e+00 1.574109801826781840e+01 4.760155376930599314e-01 1.091691240132287799e+00 1.434893001954284264e+00 1.494370756584614712e+00 1.434234811146421484e-01 2.776534043644119376e-01 8.058311062661982493e-02 -1.484047449518543615e+00 8.965931807039200230e-01 4.833400132558111212e-02 2.178684136764393875e-01 1.061422044179844981e-01 -3.916198013726326366e-01 1.245472579999999851e+01 6.190158330724343516e-01
1.259302652882344553e+01 1.982565720869376946e+01 6.973467264066390836e-01 8.865492256868323651e-01 1.192280322408272974e+00 9.074888972482832994e-01 1.610886958302733540e-01 2.979310912121174160e-01 9.150704531230696714e-02 -1.682895409207737281e+00 7.900273520556051476e-01 1.856623255709307849e-02 2.890867996154244945e-01 3.687966043104631136e-02 1.197662046115706147e-01 9.121081520000000609e+00 9.523806263855274512e-01
1.055107415015367422e+01 1.591661149515877050e+01 7.482872905449922118e-02 1.418785814266864787e+00 5.969110796323431334e-01 1.947968009819278423e+00 1.623786192531421202e-01 2.606298149798016439e-01 3.097067152079906877e-02 -1.240214302533262369e+00 -5.242141301737375247e-01 7.112130569200732222e-02 1.683339475246212746e-01 1.268167381396846649e-01 5.600067381577231718e-01 9.904902639999999536e+00 6.217985648808064258e-01
9.614118148956944054e+00 1.513102484000211057e+01 -6.709771196803139270e-01 7.121441683264688738e-01 7.971991118670828103e-01 1.737901161169512543e+00 1.401784344202534616e-01 1.605026204052936445e-01 1.660633130434697458e-01 -1.778704426318409304e+00 1.658912701127307709e+00 9.283908934722835682e-02 2.725819094758835659e-01 4.639412094389157998e-02 2.243778989363225396e-01 8.121692219999999907e+00 5.794056700392838932e-01
1.185189921010733194e+01 1.483980211687649131e+01 2.660213273430636072e-01 1.110084403009514498e+00 1.307890643858358848e+00 1.182747820108929426e+00 1.358640007510189540e-01 2.663824652819999361e-01 6.771218179320435959e-02 -1.217058590912900584e+00 5.001244755882017223e-01 1.870364680349864694e-01 2.275541116516651419e-01 9.756472848039479673e-02 -5.301584428581929131e-02 1.034589528000000058e+01 8.694063274780795547e-01
1.191521821723183194e+01 1.798115898142194524e+01 -3.012035225059915833e-01 9.327211601618193848e-01 7.319700659020552669e-01 1.366101414602419517e+00 1.639603323662689460e-01 1.382016747273990265e-01 1.549389842296453601e-01 3.969678364333040221e-01 1.798673033949428568e+00 1.986093707653484308e-01 2.370788244756186769e-01 1.106199746947377216e-01 -7.681741806825205243e-01 7.487820819999999600e+00 6.730579265298994862e-01
1.342025853165986859e+01 1.229357175619860243e+01 -6.953342312256705071e-01 5.062442805706578453e-01 1.612449623563452006e+00 7.741464232249255506e-01 1.463814249493900488e-01 2.683965008546427278e-01 1.552086739150660144e-01 -1.676545866524512984e+00 7.330326158467399544e-01 1.873879441159139181e-01 2.999417291562146981e-01 1.412431681969948949e-01 4.121003481412364167e-01 6.271805159999999546e+00 8.112011429253378481e-01
5.668920668719254152e+00 1.781637779474867855e+01 -4.590853020404733753e-01 1.285804264858644297e+00 1.050678504170067529e-01 3.308014997175790506e-01 1.509171693357272137e-01 1.596155042807189395e-01 1.742520631084351346e-01 -9.100379740794113381e-01 -4.287807591769587923e-02 1.491711064178898212e-02 1.254648991819702353e-01 8.371636401709392494e-02 4.409608591755453944e-02 1.112972819999999885e+01 4.511381752686863811e-01
1.318460942822535387e+01 1.621856570233047279e+01 1.271028227830095503e-01 1.468998655659899732e+00 9.242708923347489058e-01 6.941729741023199285e-01 1.399221916912107289e-01 1.999416882304071719e-01 1.292081130594309735e-01 -1.505106229234380200e+00 -8.507022807106374707e-01 6.273218886513595716e-02 2.955010785108059257e-01 2.692317533634790844e-02 1.300530870167394548e-01 9.957509800000000411e+00 6.570353443068036592e-01
1.391766763949892649e+01 1.335667069927511541e+01 3.717111109251058920e-02 1.145824085217127530e+00 1.395697695654654291e+00 1.426771314661956058e+00 1.449942186304628844e-01 2.954098951482618807e-01 5.776159665727186726e-02 -1.457150235105935110e+00 7.629418741249518465e-01 2.691062450801129380e-02 2.100726996889576981e-01 8.053158780584784848e-02 7.179878293460617567e-01 8.079819500000001042e+00 7.159226936271471109e-01
1.199960937554008567e+01 1.718599772428649430e+01 -2.212761766458692936e-01 1.060393485209853104e+00 1.333709296143636092e+00 9.249347836623058594e-01 1.404238308466833896e-01 2.603855086334502800e-01 1.067132506201367292e-01 4.247936791045541227e-01 9.280204253324280117e-01 1.692670617224128760e-01 2.468157316460320438e-01 3.935209966373257734e-02 -1.891671657765667813e-01 8.999082180000002040e+00 5.668692872977398878e-01
9.503945518152203675e+00 1.972506467021521104e+01 1.810495767519759713e-02 5.690185626312660450e-01 6.112496973118977106e-01 1.539089408753905985e+00 1.501856005362559310e-01 2.191612503290707448e-01 1.104975591671349677e-01 -1.860582973071695179e+00 5.321212663185106440e-01 2.612107764304467949e-02 1.508916734986829045e-01 1.377326506323827138e-01 2.228909535113148266e-01 7.782156719999998806e+00 5.479939542385861007e-01
1.048476077988830113e+01 1.800429220137857556e+01 -4.401626554611213216e-01 6.866435782345718941e-01 1.440050637497945374e+00 1.538400936025737797e+00 1.484677631410036003e-01 2.869246828470105593e-01 1.028911951751210613e-01 -1.996003976436930838e+00 9.177568305264460768e-02 1.780108849009877925e-01 1.831744685415008511e-01 1.266315008960843813e-01 -7.148880008941139730e-01 8.189613440000000466e+00 5.620661548556062925e-01
5.026268897132586844e+00 1.356954077488148336e+01 3.275987356310994247e-01 6.706419015615026069e-01 9.720074241712830521e-01 1.784872007194026500e+00 1.459701228128560402e-01 2.598422054626921551e-01 1.036118333908184197e-01 -1.138643166102456084e+00 -3.205659020838302897e-01 2.069195499017867923e-01 2.754650730968141170e-01 1.185924194175940471e-01 -4.202090549655274621e-01 1.039656504000000048e+01 5.920759914853822581e-01
4.848577933305455723e+00 1.313625775460779543e+01 -4.612899742028040428e-01 1.074923737060910156e+00 1.678605236125928490e+00 1.647750076444475464e+00 1.363385515561335859e-01 2.012776137149031586e-01 5.751981587873213064e-02 -1.468279228802833458e+00 1.018653138452225715e+00 1.836660247550026548e-01 1.978728816715238925e-01 6.659162743748212043e-02 -2.569853843997135234e-01 1.164931539999999899e+01 4.465886209733069268e-01
5.405025653407458108e+00 1.341117461884577011e+01 1.355124699256610166e-01 5.239861990838170502e-01 3.005602676144008556e-01 5.157932151779340835e-01 1.463433971918507992e-01 2.995613460702704067e-01 1.492541193771143304e-01 -1.274524235233869707e+00 2.929165834749187791e-01 2.303202554317382578e-01 2.774250762233677614e-01 7.300221048637206556e-02 -4.762153466860274964e-01 9.522112260000001882e+00 5.403037014645489799e-01
3.713956172298945368e+00 1.396069738612405153e+01 1.099995476801636229e-01 5.541667702673943596e-01 7.411851550339676464e-01 3.144024539477683344e-01 1.378736194887085209e-01 2.229165097551592256e-01 4.171209717255972699e-02 -6.062376114193233079e-01 2.827513175836036119e-01 1.309830431801974060e-01 1.215989178910069496e-01 4.557679759799573155e-02 7.294390119737961253e-01 1.064825816000000103e+01 3.320637170408932137e-01
4.213081872279918372e+00 1.186028553513610184e+01 -8.739091197612414152e-02 1.167755954410330421e+00 9.345897690781551637e-01 1.958682490242465102e+00 1.407683428855904251e-01 2.288770244319365266e-01 1.041827657789787809e-01 8.502698221952664781e-01 1.883703650582499112e+00 9.706450041249437000e-02 2.814489350536052981e-01 2.988755871850761608e-02 -5.547162472941418176e-01 1.114523340000000040e+01 4.471321399144104758e-01
8.285829137837410485e+00 1.089851803852258705e+01 -2.579582607835754771e-01 1.415684541616774261e+00 1.243214089946652834e+00 1.284227782701344633e+00 1.434162789180176978e-01 1.579995802855292675e-01 8.754618637379887880e-02 9.861379704702506466e-01 -7.923797636421747725e-01 2.039227206817919025e-01 1.779307378024068409e-01 1.438350620162592297e-01 6.807526975015594228e-01 1.114926499999999976e+01 5.055026565261551141e-01
5.775097512500065200e+00 1.381242473464039122e+01 -6.634916052000598974e-01 9.903756848266308532e-01 7.879888941709778383e-01 4.503688660891249640e-01 1.376036025327242451e-01 1.668015218528724197e-01 1.491612382879150545e-01 -1.724096479729074316e+00 1.735951303177554195e+00 1.875972570569262865e-01 2.586617281131259882e-01 8.300422393879827720e-02 2.983844697543891478e-01 1.044314584000000146e+01 4.197296170754387101e-01
3.796482572991278115e+00 1.720979362847302951e+01 -5.715829106848597796e-01 9.582974671649784337e-01 4.957926757856322419e-01 7.858962546655371417e-01 1.393833161795236253e-01 1.342288614234785349e-01 6.691613735904164417e-02 -9.031727289789750479e-01 1.988123422544168406e+00 1.545235640585418957e-01 2.166257545701096854e-01 6.443255128003724796e-02 3.016168851586065180e-02 1.123645959999999810e+01 3.125940380235042171e-01
8.545064102013890661e+00 1.007553600620767220e+01 -6.736540282472504027e-01 1.153738225836815623e+00 1.271996448727685136e+00 1.251302892877202089e+00 1.605096727161437198e-01 1.386346871454509910e-01 1.919829420385994745e-01 8.657403179881675293e-01 1.618375762127424622e+00 1.713545616217224954e-01 1.590144149564592657e-01 1.256944303477237901e-01 1.328331452599467166e-01 9.827268880000000095e+00 4.857818166258856540e-01
9.913039231218929714e+00 1.112306800643950133e+01 -1.365153353835327765e-01 1.154874123213425641e+00 3.132894547041183975e-01 1.329402638724819674e+00 1.455677494277335948e-01 2.383547412459031678e-01 1.461380460652134672e-01 3.290472899199290424e-01 -4.086629273204323010e-01 1.746486866005052263e-01 1.327188373620734885e-01 1.348656824090335438e-01 -7.947777693767705820e-01 9.400377999999999901e+00 5.502294975255325182e-01
1.315279952568653776e+01 1.807950604858055499e+01 -5.467870810634407608e-01 5.861171747622759831e-01 6.775021785159601739e-01 8.816570472398495006e-01 1.390906393359223892e-01 2.519116336640517817e-01 4.039112729458756157e-02 -1.498928328426758050e+00 -7.681096486815895963e-01 2.179602981852284682e-01 2.902708213873582133e-01 8.915508284919981818e-02 5.427851678145592107e-01 5.472520899999999244e+00 9.509985376658525169e-01
2.599786529400451407e+00 1.592210743517377480e+01 2.737940866944660323e-01 1.327012818943148487e+00 6.166738199011704280e-01 5.719431253288937977e-01 1.400261940700013030e-01 2.427566043714886601e-01 1.891181448878522520e-01 -8.927026383411904575e-01 3.900360113398295692e-01 1.633126058802221447e-01 2.367226304257074032e-01 1.299069319995529992e-01 -1.364740482007791300e-01 1.247339160000000113e+01 5.511883531148312754e-01
1.127925189618744106e+01 1.205337106028466643e+01 -1.114236634587139063e-01 7.705596848850485570e-01 7.801865841321051764e-01 1.545435793460986362e+00 1.437601842607799663e-01 2.038388634426071544e-01 8.649967072153150194e-02 1.010406579778058145e-01 -8.350188816448008700e-01 2.330087646676972934e-01 1.986708807212301808e-01 2.981012733333372050e-02 -2.201691764942108609e-01 7.459172000000000580e+00 6.493674648203434652e-01
7.498362592937809268e+00 1.596275348040706454e+01 -3.723003903571298068e-02 1.043953975608944873e+00 1.052397823377542174e+00 8.449667086075101086e-01 1.465572257229587338e-01 1.437247761918137301e-01 9.951667678482546686e-02 -2.427507339881813664e-01 1.554420880328749366e+00 1.407561735597027963e-01 1.330541151082792473e-01 7.982128252166173499e-02 -1.446294975570564523e-01 1.027103666000000182e+01 4.710845909187058034e-01
1.222264371739217559e+01 1.629298505144309672e+01 1.814778918046660028e-01 5.723415623399409347e-01 1.641296483292295161e+00 1.984141750511976277e+00 1.422210879600583067e-01 2.455749422529547310e-01 1.596468000679602817e-01 -1.556339808621021836e+00 -4.552300629180943137e-01 9.270432655619176288e-02 2.554518470884910020e-01 9.700104062630007795e-02 4.459225000837796493e-01 8.435104759999999757e+00 9.078880623227416624e-01
1.330681994646801414e+01 1.555350594802106023e+01 4.243262712067721321e-01 5.778232573673536265e-01 1.677875394423025579e+00 8.488163228273999383e-01 1.519572756359328924e-01 2.580398838280390517e-01 1.234235293239572540e-01 -1.709131380053116267e+00 -3.916798519975576154e-01 1.020434203461998701e-01 1.335117273970183038e-01 5.158008707918778496e-02 -3.894476955730425960e-01 8.590922839999999283e+00 1.000446408501891815e+00
5.472939918724239128e+00 1.716517215584836009e+01 -5.653120146220791398e-01 1.473061606047023631e+00 9.723757252662028616e-01 1.104274160943268690e+00 1.540422245070583174e-01 1.435752062540983642e-01 1.501915609663084517e-01 -7.868170669903888914e-01 -4.375555971772360220e-01 1.582526913082208941e-01 2.952989012891468201e-01 1.459880856394904503e-01 3.288555658887868383e-01 1.168034139999999965e+01 4.298856853467442618e-01
1.213363177876832033e+01 1.580719737132824321e+01 -2.134859988262749475e-01 1.244501897975130333e+00 6.078822564633084014e-01 6.371274133426192421e-01 1.554485766557907322e-01 2.586557622866665906e-01 1.890134313987175685e-01 -3.185647798803601383e-01 5.004130534780362183e-01 2.190898880436233098e-01 1.573220617146516842e-01 8.736292304586379398e-02 4.080885515221488458e-01 8.758256300000001104e+00 6.105691630972776007e-01
7.946187388650313821e+00 1.779874093114763411e+01 -1.887806952381374526e-01 7.484552569372351360e-01 1.607131062576891978e-01 1.901416208953523368e+00 1.547040849331926260e-01 1.899950035669444037e-01 1.875268980877270175e-01 -1.486800151619025900e+00 -1.879779728210083656e-01 1.280339868269598502e-01 1.755814910635099257e-01 3.307741610239445934e-02 1.175500172022998502e-01 8.511319920000000039e+00 5.475420502277368318e-01
1.075760857263661663e+01 1.822615397956382921e+01 1.310406090703466475e-01 1.223673219651174593e+00 4.644116066133038845e-01 8.000253412472941861e-01 1.406728201884115403e-01 1.635215955201551052e-01 1.130438940820373966e-01 -4.601260695401876433e-02 8.105244729116014568e-01 1.783185532898440284e-01 2.904659223633393461e-01 1.439788732965406604e-01 -1.964673950545318126e-01 1.018982063999999887e+01 5.818025958570401945e-01
1.307818015155484481e+01 1.345338542747113308e+01 -1.266753956045502116e-01 1.373150312431190123e+00 1.613951369938104730e-01 3.447736178824005182e-01 1.505790382365238267e-01 2.626418429779895369e-01 6.011928536676977575e-02 -1.758313287574609252e+00 -5.800781635297536099e-01 9.331949685959661789e-02 1.671173445698908300e-01 1.472178007003303868e-01 4.533490146313281510e-01 8.675661200000000406e+00 6.427125488276699272e-01
6.902542898172615793e+00 1.267837899168505977e+01 -2.909457716422486628e-01 1.348465628761747137e+00 7.341626768549210091e-02 8.750698015098070659e-01 1.416748083468004904e-01 2.826077177182291233e-01 2.124198374286296459e-02 -1.052092159861733656e+00 9.470485631988623254e-01 2.027584409686437883e-01 2.200839536753756709e-01 5.355210314709222402e-02 -3.367819590826885423e-01 1.105863249999999987e+01 4.741153588619019255e-01
1.026822464181325145e+01 1.273087080497224832e+01 -5.719681726661343113e-01 1.098683207780565052e+00 1.267042409068452447e+00 1.746705532977171460e+00 1.603689351184433287e-01 1.551309969286875645e-01 1.551577201323056099e-01 1.578784329282054699e-01 1.631024177163065580e+00 2.228990664849574699e-01 1.380385627761875622e-01 3.967761567194724032e-02 -3.242054718928745749e-01 9.015260940000001000e+00 5.646894698268388746e-01
8.303416905694435357e+00 1.612798605080791248e+01 2.846237452705697724e-01 1.177311417954771677e+00 7.737512876714963683e-01 9.317389422256525666e-01 1.582341908341279024e-01 2.851403236637437555e-01 1.619057384134156286e-01 -1.750635216370393543e+00 1.349926888209874942e+00 1.752105702210722538e-02 2.390048630396565121e-01 1.415452282753939528e-01 3.808795648613361173e-02 1.110407900000000225e+01 6.229866402222442590e-01
1.156809140901013500e+01 1.850069725752382510e+01 4.513003358992129233e-01 1.480276371465918395e+00 1.771685981687229697e-02 5.156688208588282585e-01 1.489295158681064046e-01 2.079093923809493816e-01 7.876150342772314517e-02 7.801687922081379511e-01 -7.481494992809605282e-01 3.048952555821499155e-02 2.419044270019957699e-01 6.602064899469642367e-02 2.865294400475426606e-01 1.187196781999999828e+01 8.057384605286306289e-01
1.168807330229386210e+01 1.123320535483641791e+01 -5.013859891055875151e-01 1.149227225802911700e+00 1.810945811428733843e-01 1.330831364728818800e+00 1.410437802861698453e-01 2.673569242772403931e-01 1.228409043079371210e-01 -3.343735832501226746e-01 -3.874422396066056207e-01 4.211972240351596897e-02 2.063647012379873635e-01 6.714292989275513768e-02 -3.022333102569506602e-01 8.526532519999999948e+00 6.084500885933452619e-01
1.130582980535788451e+01 1.280159149899423099e+01 5.099590100432891404e-01 9.740538963640568149e-01 1.066505608960112372e+00 1.785802829033165784e+00 1.644428210957623038e-01 2.346606958843954760e-01 1.897698491112989883e-01 -3.940584840640415365e-02 1.235180313093975357e-02 6.576243802365937252e-02 1.959495728216513466e-01 1.440656361903238369e-01 -7.507805671143306103e-01 9.588522959999998818e+00 8.736899686488557304e-01
