  3.4338461039478714e-04  7.0671947460677244e-05  8.4770838490984980e-03  4.8844221105527642e-02
  3.6584350176503911e-04  7.5702038320616877e-05  8.9341700535887688e-03  4.9422110552763819e-02
  3.8940037153889544e-04  8.1001103613085132e-05  9.4080295030396100e-03  5.0000000000000003e-02
  4.1409299554596567e-04  8.6578941692660777e-05  9.8990278698943505e-03  5.0577889447236186e-02
  4.3996013953435860e-04  9.2445564311310530e-05  1.0407537825666812e-02  5.1155778894472363e-02
  4.6704159289718639e-04  9.8611200666904082e-05  1.0933939380209227e-02  5.1733668341708547e-02
  4.9537820399525026e-04  1.0508630177223320e-04  1.1478620235132488e-02  5.2311557788944724e-02
  5.2501191664820507e-04  1.1188154499510329e-04  1.2041976139384167e-02  5.2889447236180907e-02
  5.5598580795351415e-04  1.1900783881505232e-04  1.2624411250652699e-02  5.3467336683417091e-02
  5.8834412743089893e-04  1.2647632778774843e-04  1.3226338501953587e-02  5.4045226130653268e-02
  6.2213233753824373e-04  1.3429839772362677e-04  1.3848179973975364e-02  5.4623115577889451e-02
  6.5739715559436052e-04  1.4248568108321590e-04  1.4490367273449038e-02  5.5201005025125635e-02
  6.9418659714975441e-04  1.5105006259300897e-04  1.5153341917910802e-02  5.5778894472361812e-02
  7.3255002084771006e-04  1.6000368508560216e-04  1.5837555727216148e-02  5.6356783919597996e-02
  7.7253817482022928e-04  1.6935895556812879e-04  1.6543471222178575e-02  5.6934673366834172e-02
  8.1420324466539883e-04  1.7912855152321343e-04  1.7271562030715056e-02  5.7512562814070356e-02
  8.5759890305466826e-04  1.8932542744689421e-04  1.8022313301886757e-02  5.8090452261306533e-02
  9.0278036102036784e-04  1.9996282162819241e-04  1.8796222128228138e-02  5.8668341708542716e-02
  9.4980442097562334e-04  2.1105426317523035e-04  1.9593797976761650e-02  5.9246231155778900e-02
  9.9872953152075976e-04  2.2261357929303585e-04  2.0415563129100825e-02  5.9824120603015077e-02
  1.0496158440918373e-03  2.3465490281840030e-04  2.1262053131043034e-02  6.0402010050251261e-02
  1.1025252715088157e-03  2.4719268001739014e-04  2.2133817252057264e-02  6.0979899497487444e-02
  1.1575215484826151e-03  2.6024167865134918e-04  2.3031418955074195e-02  6.1557788944723621e-02
  1.2146702941419044e-03  2.7381699631746356e-04  2.3955436376984569e-02  6.2135678391959805e-02
  1.2740390766421473e-03  2.8793406907019086e-04  2.4906462820252825e-02  6.2713567839195988e-02
  1.3356974799212864e-03  3.0260868033010036e-04  2.5885107256056049e-02  6.3291457286432165e-02
  1.3997171726679760e-03  3.1785697008689996e-04  2.6891994839356437e-02  6.3869346733668342e-02
  1.4661719795698417e-03  3.3369544440366356e-04  2.7927767436314036e-02  6.4447236180904532e-02
  1.5351379549114342e-03  3.5014098522950934e-04  2.8993084164455004e-02  6.5025125628140709e-02
  1.6066934585925209e-03  3.6721086052822190e-04  3.0088621945999830e-02  6.5603015075376886e-02
  1.6809192346397724e-03  3.8492273473053672e-04  3.1215076074767763e-02  6.6180904522613077e-02
  1.7578984922863026e-03  4.0329467951805370e-04  3.2373160797069395e-02  6.6758793969849253e-02
  1.8377169896952000e-03  4.2234518494698830e-04  3.3563609906999664e-02  6.7336683417085430e-02
  1.9204631204052924e-03  4.4209317092019316e-04  3.4787177356549875e-02  6.7914572864321621e-02
  2.0062280025787841e-03  4.6255799901613853e-04  3.6044637880953009e-02  6.8492462311557797e-02
  2.0951055711327577e-03  4.8375948468378226e-04  3.7336787639686536e-02  6.9070351758793974e-02
  2.1871926728376850e-03  5.0571790981248613e-04  3.8664444873548628e-02  6.9648241206030151e-02
  2.2825891644686698e-03  5.2845403568640178e-04  4.0028450578236792e-02  7.0226130653266342e-02
  2.3813980140963936e-03  5.5198911633297626e-04  4.1429669194850575e-02  7.0804020100502518e-02
  2.4837254056072700e-03  5.7634491227549203e-04  4.2868989317752175e-02  7.1381909547738695e-02
  2.5896808465434504e-03  6.0154370469978492e-04  4.4347324420209770e-02  7.1959798994974872e-02
  2.6993772793561309e-03  6.2760831004554966e-04  4.5865613598263549e-02  7.2537688442211062e-02
  2.8129311961665121e-03  6.5456209503288404e-04  4.7424822333242599e-02  7.3115577889447239e-02
  2.9304627571319982e-03  6.8242899213498637e-04  4.9025943273380834e-02  7.3693467336683416e-02
  3.0520959125156263e-03  7.1123351550815626e-04  5.0669997034961611e-02  7.4271356783919606e-02
  3.1779585285599478e-03  7.4100077739051959e-04  5.2358033023440283e-02  7.4849246231155783e-02
  3.3081825172678238e-03  7.7175650498115614e-04  5.4091130274986472e-02  7.5427135678391960e-02
  3.4429039701946917e-03  8.0352705781154814e-04  5.5870398318892005e-02  7.6005025125628151e-02
  3.5822632963586638e-03  8.3633944562153941e-04  5.7696978061290059e-02  7.6582914572864327e-02
  3.7264053643768173e-03  8.7022134675226017e-04  5.9572042690634083e-02  7.7160804020100504e-02
  3.8754796489379154e-03  9.0520112706870865e-04  6.1496798605385782e-02  7.7738693467336695e-02
  4.0296403817232894e-03  9.4130785942495401e-04  6.3472486364356775e-02  7.8316582914572871e-02
  4.1890467068899772e-03  9.7857134368519870e-04  6.5500381660156690e-02  7.8894472361809048e-02
  4.3538628412312383e-03  1.0170221273141569e-03  6.7581796316189283e-02  7.9472361809045239e-02
  4.5242582391321409e-03  1.0566915265505026e-03  6.9718079307648839e-02  8.0050251256281416e-02
  4.7004077624386081e-03  1.0976116481773888e-03  7.1910617806954402e-02  8.0628140703517592e-02
  4.8824918553607563e-03  1.1398154119042689e-03  7.4160838254068065e-02  8.1206030150753783e-02
  5.0706967245324544e-03  1.1833365733745454e-03  7.6470207452134745e-02  8.1783919597989960e-02
  5.2652145243506122e-03  1.2282097478138016e-03  7.8840233688878478e-02  8.2361809045226136e-02
  5.4662435477191651e-03  1.2744704343336168e-03  8.1272467884186808e-02  8.2939698492462327e-02
  5.6739884223242047e-03  1.3221550409062263e-03  8.3768504764311427e-02  8.3517587939698490e-02
  5.8886603125675287e-03  1.3713009100255486e-03  8.6329984063102619e-02  8.4095477386934681e-02
  6.1104771272878881e-03  1.4219463450702763e-03  8.8958591750698784e-02  8.4673366834170871e-02
  6.3396637333994728e-03  1.4741306373850687e-03  9.1656061290075072e-02  8.5251256281407034e-02
  6.5764521755788839e-03  1.5278940940960388e-03  9.4424174921856535e-02  8.5829145728643225e-02
  6.8210819021321759e-03  1.5832780666769537e-03  9.7264764977785217e-02  8.6407035175879401e-02
  7.0737999971754771e-03  1.6403249802828845e-03  1.0017971522323592e-01  8.6984924623115578e-02
  7.3348614192617796e-03  1.6990783638681378e-03  1.0317096222914511e-01  8.7562814070351769e-02
  7.6045292465889928e-03  1.7595828811056071e-03  1.0624049677373007e-01  8.8140703517587946e-02
  7.8830749289237109e-03  1.8218843621248637e-03  1.0939036527435098e-01  8.8718592964824122e-02
  8.1707785463759220e-03  1.8860298360864887e-03  1.1262267124986042e-01  8.9296482412060313e-02
  8.4679290751604533e-03  1.9520675646103715e-03  1.1593957681377656e-01  8.9874371859296490e-02
  8.7748246604808147e-03  2.0200470760758918e-03  1.1934330419859913e-01  9.0452261306532666e-02
  9.0917728966720106e-03  2.0900192008120521e-03  1.2283613731158310e-01  9.1030150753768857e-02
  9.4190911147375347e-03  2.1620361071958299e-03  1.2642042332225667e-01  9.1608040201005034e-02
  9.7571066774175420e-03  2.2361513386772039e-03  1.3009857428197627e-01  9.2185929648241210e-02
  1.0106157281922776e-02  2.3124198517494011e-03  1.3387306877577265e-01  9.2763819095477401e-02
  1.0466591270470886e-02  2.3908980548831252e-03  1.3774645360675358e-01  9.3341708542713578e-02
  1.0838767948759724e-02  2.4716438484436646e-03  1.4172134551329452e-01  9.3919597989949755e-02
  1.1223057912511276e-02  2.5547166656098531e-03  1.4580043291922917e-01  9.4497487437185945e-02
  1.1619843382221232e-02  2.6401775143140367e-03  1.4998647771725782e-01  9.5075376884422122e-02
  1.2029518546246655e-02  2.7280890202223103e-03  1.5428231708575380e-01  9.5653266331658299e-02
  1.2452489912363399e-02  2.8185154707743450e-03  1.5869086533913371e-01  9.6231155778894489e-02
  1.2889176667924990e-02  2.9115228603022541e-03  1.6321511581195025e-01  9.6809045226130652e-02
  1.3340011048751970e-02  3.0071789362480688e-03  1.6785814277683217e-01  9.7386934673366843e-02
  1.3805438716881157e-02  3.1055532464993188e-03  1.7262310339639467e-01  9.7964824120603033e-02
  1.4285919147300808e-02  3.2067171878624933e-03  1.7751323970920435e-01  9.8542713567839196e-02
  1.4781926023798565e-02  3.3107440556940210e-03  1.8253188064988715e-01  9.9120603015075387e-02
  1.5293947644044539e-02  3.4177090947084864e-03  1.8768244410341994e-01  9.9698492462311564e-02
  1.5822487334032988e-02  3.5276895509839456e-03  1.9296843899365423e-01  1.0027638190954774e-01
  1.6368063872001942e-02  3.6407647251840286e-03  1.9839346740607910e-01  1.0085427135678393e-01
  1.6931211921949359e-02  3.7570160270166712e-03  2.0396122674482239e-01  1.0143216080402011e-01
  1.7512482476861373e-02  3.8765270309492530e-03  2.0967551192385786e-01  1.0201005025125628e-01
  1.8112443311767153e-02  3.9993835331998667e-03  2.1554021759237996e-01  1.0258793969849248e-01
  1.8731679446729876e-02  4.1256736100244613e-03  2.2155934039425781e-01  1.0316582914572865e-01
  1.9370793619886695e-02  4.2554876773195612e-03  2.2773698126151826e-01  1.0374371859296483e-01
  2.0030406770638144e-02  4.3889185515601226e-03  2.3407734774168856e-01  1.0432160804020102e-01
  2.0711158533096009e-02  4.5260615120921123e-03  2.4058475635891907e-01  1.0489949748743720e-01
  2.1413707739886344e-02  4.6670143647992929e-03  2.4726363500869181e-01  1.0547738693467337e-01
  2.2138732936409156e-02  4.8118775071635230e-03  2.5411852538597307e-01  1.0605527638190956e-01
  2.2886932905644856e-02  4.9607539947378720e-03  2.6115408544656754e-01  1.0663316582914574e-01
